country_code,country,region,source_id,source_name,data_types,url,auth,status_upstream,status_bucket,blocked_reason,license,commercial_use,priority,has_bootstrap,sample_count,notes
DZ,Algeria,Arab League / Maghreb,DZ/DGI-TaxGuidance,Algeria Direction Générale des Impôts Guidance and Circulars (mfdgi.gov.dz),doctrine,https://www.mfdgi.gov.dz/,none,blocked,blocked,server_unreachable,,,2,False,0,mfdgi.gov.dz returns HTTP 500 Internal Server Error. Web app in failure state.
DZ,Algeria,Arab League / Maghreb,DZ/JORADP,Algerian Official Journal (JORADP),legislation,https://www.joradp.dz,none,complete,working,,Open Government Data,True,2,True,13,
DZ,Algeria,Arab League / Maghreb,DZ/JORADP2,Algeria Official Journal (JORADP Online),legislation,https://www.joradp.dz/,none,blocked,blocked,redundant_source,,,2,False,0,
DZ,Algeria,Arab League / Maghreb,DZ/SupremeCourt-Decisions,Algeria Supreme Court Decisions,case_law,https://www.coursupreme.dz/,none,complete,working,,Open Government Data,True,3,True,13,"WordPress REST API. ~1,261 decisions 2000-2023. Full text in Arabic."
EG,Egypt,Arab League / Mashriq,EG/CBE,Central Bank of Egypt Circulars,doctrine,https://www.cbe.org.eg/en/laws-regulations/regulations/circulars,none,complete,working,,Open Government Data,,3,True,16,
EG,Egypt,Arab League / Mashriq,EG/CourtOfCassation,Egypt Court of Cassation Decisions,case_law,https://www.cc.gov.eg/,none,blocked,blocked,requires_login,,,3,False,0,cc.gov.eg requires login (username/email + password) to access judgments search. Legislations sidebar is public but judgments are behind auth.
EG,Egypt,Arab League / Mashriq,EG/ECA,Egyptian Competition Authority (ECA),case_law,https://eca.org.eg/,none,blocked,blocked,server_error,,,3,False,0,eca.org.eg returns HTTP 500 Internal Server Error.
EG,Egypt,Arab League / Mashriq,EG/ETA-AdditionalGuidance,Egypt Tax Authority Executive Instructions and Sectoral Guidance (eta.gov.eg),doctrine,https://www.eta.gov.eg/en/digital-services,none,blocked,blocked,waf_blocks_requests,,,2,False,0,Drupal 9 site but WAF blocks all API/JSON access
EG,Egypt,Arab League / Mashriq,EG/ETA-TaxGuidance,Egypt Tax Authority VAT and Tax Guidelines (eta.gov.eg),doctrine,https://www.eta.gov.eg/en/home,none,blocked,blocked,waf_blocks_requests,,,2,False,0,Drupal 9 site but WAF blocks all API/JSON access
EG,Egypt,Arab League / Mashriq,EG/FRA,Egypt Financial Regulatory Authority (FRA),doctrine,https://fra.gov.eg/,none,blocked,blocked,auth_required,,,3,False,0,fra.gov.eg shows 'You are not authorized to access this Page.' Access denied.
EG,Egypt,Arab League / Mashriq,EG/JACC,Egypt Judicial Academy Case Collection,case_law,https://www.cc.gov.eg/,required,blocked,blocked,auth_required,,,2,False,0,cc.gov.eg is actually the Court of Cassation (not Constitutional Court). All judgment search pages redirect to login (302). Requires account registration.
EG,Egypt,Arab League / Mashriq,EG/LegalCorpus,Egyptian Legal Corpus (Hugging Face),legislation,https://huggingface.co/datasets/dataflare/egypt-legal-corpus,none,complete,working,,MIT License,True,1,True,15,"From issue #214. MIT-licensed dataset with 2,434 Egyptian laws. Full text (25M+ tokens, avg 87K chars/doc). Arabic content. Hugging Face datasets API. 15 sample records validated."
EG,Egypt,Arab League / Mashriq,EG/SCC,Egypt Supreme Constitutional Court,case_law,https://www.sccourt.gov.eg/,none,complete,working,,Official Egyptian court decisions — published by the Supreme Constitutional Court. Court decisions are public judicial acts under Egyptian law. Open government data.,True,2,True,16,"~9,190 decisions via Django REST API. Arabic text from multiple fields."
EG,Egypt,Arab League / Mashriq,EG/SupremeCourt,Egypt Court of Cassation Decisions,case_law,https://www.cc.gov.eg/,required,blocked,blocked,auth_required,,,2,False,0,Duplicate of EG/CourtOfCassation and EG/JACC. cc.gov.eg requires login for all judgment pages. ELPAI portal (elpai.idsc.gov.eg) has 460K+ listings but full text requires paid subscription.
IL,Israel,Non-Arab MENA,IL/HasadnaKnesset,Israel Knesset Data (Hasadna Open Source),legislation,https://github.com/hasadna/knesset-data,none,blocked,blocked,auth_required,,,2,False,0,"Open-source tools to access Israeli Parliament data. Python library. Bills, votes, committees, members."
IL,Israel,Non-Arab MENA,IL/ITA-TaxCirculars,Israel Tax Authority Tax Circulars and Rulings (taxes.gov.il),doctrine,https://www.taxes.gov.il/,none,blocked,blocked,waf_javascript_challenge,,,2,False,0,taxes.gov.il retired → gov.il with Cloudflare managed challenge. ~207 Hebrew-only PDF circulars. All programmatic access returns 403.
IL,Israel,Non-Arab MENA,IL/Knesset,Knesset OData API (Legislation),legislation,https://knesset.gov.il/Odata/ParliamentInfo.svc,geo_blocked,blocked,blocked,geo_blocking,,,1,False,0,"From issue #219. Knesset OData API with KNS_Bill, laws tables. API works from Israeli IPs only. Returns maintenance page from US/EU. Requires VPN/proxy with Israeli IP. hasadna/knesset-data GitHub projects exist but also need Israeli IP."
IL,Israel,Non-Arab MENA,IL/KnessetLegislation,Israel Knesset Legislation Database,legislation,https://m.knesset.gov.il/en/activity/pages/legislation.aspx,none,blocked,blocked,site_maintenance,,,1,False,0,"knesset.gov.il entirely down for maintenance (OData API + PDF server). Hasadna mirror has CSV metadata but PDFs redirect to maintenance page. Nevo.co.il requires paid subscription. Retry when Knesset site is back online. Approach: OData API KNS_IsraelLaw + KNS_DocumentLaw for PDF URLs, extract text with pdfplumber."
IL,Israel,Non-Arab MENA,IL/KnessetOData,Israel Knesset OData API (Bills & Laws),legislation,https://knesset.gov.il/Odata/ParliamentInfo.svc,none,blocked,blocked,geo_blocked,,,2,False,0,Re-blocked: original issue (geo_blocked) not solvable by PDF extraction alone
IL,Israel,Non-Arab MENA,IL/KnessetOData-Retry,Israel Knesset OData API (Legislation Retry),legislation,https://knesset.gov.il/Odata/ParliamentInfo.svc/,none,blocked,blocked,geo_blocked,,,2,False,0,"2026-04-01 Still geo-blocked. HTTP 303 redirect to maintenance-page-geo from non-Israeli IPs. Hasadna mirror has metadata only, no full text. All knesset.gov.il endpoints require Israeli IP."
IL,Israel,Non-Arab MENA,IL/SupremeCourt,Israeli Supreme Court Database (ISCD),case_law,https://iscd.huji.ac.il,none,blocked,blocked,connection_timeout,,,1,False,0,From issue #219. Hebrew University hosted. 16K+ Supreme Court decisions 2010-2018 with 61 variables. Downloadable SPSS/CSV datasets. Site times out from external IPs. May be geo-blocked or intermittent.
IQ,Iraq,Arab League / Mashriq,IQ/IRAQLD,Iraqi Legal Database (Supreme Judicial Council),legislation,https://iraqld.e-sjc-services.iq/,none,blocked,blocked,cloudflare_protection,,,1,False,0,Cloudflare managed challenge blocks all programmatic access. No API. ASP.NET Web Forms with ViewState-dependent navigation. 27K+ legal texts 1917-present.
IQ,Iraq,Arab League / Mashriq,IQ/IraqiGazette,Iraq Official Gazette (Al-Waqai Al-Iraqiya),legislation,https://www.moj.gov.iq/iraqmag/,none,blocked,blocked,server_unreachable,,,3,False,0,moj.gov.iq entirely unreachable (connection timeout on all URLs). Site appears geo-blocked or down. PDF extraction capability exists but site must be accessible first.
IQ,Iraq,Arab League / Mashriq,IQ/SupremeCourt,Iraq Federal Supreme Court Decisions,case_law,https://www.iraqfsc.iq/,none,blocked,blocked,cloudflare_js_challenge,,,2,False,0,"Site behind Cloudflare JS challenge, all requests return 403. No API. PDFs require headless browser + PDF extraction."
IR,Iran,Non-Arab MENA,IR/Qavanin,Iran Laws and Regulations Portal,legislation,https://qavanin.ir/,none,blocked,blocked,arvancloud_403,,,2,False,0,ArvanCloud CDN returns 403 on all requests. Likely geo-blocked or requires browser automation. No API discovered.
IR,Iran,Non-Arab MENA,IR/SupremeCourt,Iran Supreme Court Opinions (Divanealee),case_law,https://www.divanealee.ir/,none,blocked,blocked,geo_blocked,,,2,False,0,"All Iranian legal databases geo-blocked from outside Iran (403/timeout). No APIs exist. Domain divanealee.ir defunct, migrated to eadl.ir which is also blocked."
JO,Jordan,Arab League / Mashriq,JO/ConstitutionalCourt,Jordan Constitutional Court Decisions,case_law,https://www.jcc.gov.jo/,none,blocked,blocked,site_unreachable,,,2,True,1,cco.gov.jo (actual site) and jc.jo both timeout. Connection refused from both local and VPS. Blocked 2026-04-07.
JO,Jordan,Arab League / Mashriq,JO/CourtOfCassation,Jordan Court of Cassation Decisions,case_law,https://www.jc.jo/,none,blocked,blocked,site_rebuilt_decisions_removed,,,3,False,0,Decisions section removed during site rebuild from OctoberCMS to ASP.NET. All /ar/decision/ routes return 404. No alternative API or open data portal available. Judges-only login with CAPTCHA. No viable programmatic access.
JO,Jordan,Arab League / Mashriq,JO/ISTD-TaxGuidance,Jordan Income and Sales Tax Department Guidance (istd.gov.jo),doctrine,https://istd.gov.jo/Default/En,none,blocked,blocked,server_unreachable,,,2,False,0,Connection timeout from all tested locations. Site unreachable.
JO,Jordan,Arab League / Mashriq,JO/LOBLegislation,Jordan Legislation & Opinion Bureau,legislation,https://www.lob.gov.jo/,none,complete,working,,Official Jordanian legislation — public government data provided by the Legislation and Opinion Bureau. No formal open data license published; standard government copyright applies.,True,1,True,13,All Jordanian legislation since 1921. Full text. Free access. Official government portal.
JO,Jordan,Arab League / Mashriq,JO/Legislation,Jordan Legislation and Opinion Bureau,legislation,https://www.lob.gov.jo/,none,blocked,blocked,vps_ip_blocked,,,3,True,15,"Issue #359: VPS IP blocked by lob.gov.jo (works locally, 0 records on VPS). ASMX web service with RSA/AES encryption. 6,495+ instruments: laws (1,707), bylaws (3,985), constitution (3), instructions (536), agreements (264). Full text from article-level API. Arabic."
KM,Comoros,Arab League / Africa,KM/Legislation,Comoros Legislation (Droit-Afrique),legislation,https://www.droit-afrique.com/pays/comores/,none,blocked,blocked,droit_afrique_403,,,3,False,0,droit-afrique.com returns 403 globally (htaccess misconfiguration on OVHcloud). Same as INTL/DroitAfrique. Revisit when site recovers.
KW,Kuwait,Arab League / GCC,KW/Courts,Kuwait Court of Cassation Decisions,case_law,https://www.moj.gov.kw/,none,blocked,blocked,auth_required,,,2,False,0,Re-blocked: original issue (auth_required) not solvable by PDF extraction alone
KW,Kuwait,Arab League / GCC,KW/Kuwait,Kuwait Legal Portal,legislation,https://www.moj.gov.kw/,none,blocked,blocked,no_full_text_access,,,3,False,0,Re-blocked: original issue (no_full_text_access) not solvable by PDF extraction alone
KW,Kuwait,Arab League / GCC,KW/MOF-TaxGuidance,Kuwait Ministry of Finance Tax Circulars,doctrine,https://www.mof.gov.kw,none,complete,working,,"Government of Kuwait, Ministry of Finance. Tax laws, circulars, and guidance published for public access. No formal open licence specified.",True,2,True,16,"250 PDFs across laws, decrees, decisions, circulars, guidance manuals from mof.gov.kw. Full text extracted via PDF."
LB,Lebanon,Arab League / Mashriq,LB/Courts,Lebanon Courts Decisions (cassation.org),case_law,https://www.cassation.org/,none,blocked,blocked,domain_down_no_open_data,,,2,False,0,"cassation.org domain is down (DNS failure). No open data portal for Lebanese court decisions. Only commercial databases (Sader, IDREL) exist. Ministry of Justice site has no decisions database."
LB,Lebanon,Arab League / Mashriq,LB/LegiLiban,LegiLiban Legal Informatics Center,legislation,http://legiliban.ul.edu.lb,institutional,blocked,blocked,institutional_access_only,,,2,False,0,From issue #228. Lebanese University Center for Legal Informatics. Contains all Lebanese legislation since Ottoman period (1920+). Only accessible on-site at Lebanese university libraries. Connection refused from external IPs.
LB,Lebanon,Arab League / Mashriq,LB/Legislation-Portal,Lebanon Legislation Portal,legislation,https://www.legallaw.ul.edu.lb/,subscription_required,blocked,blocked,no_api_subscription_required,,,3,False,0,No public API. Official Gazette (jo.pcm.gov.lb) requires paid subscription. Lebanese University Legal Informatics Center (legallaw.ul.edu.lb) is web-only with no API. No open data portal for legislation. Constitutional Council (cc.gov.lb) web-only.
LB,Lebanon,Arab League / Mashriq,LB/MinistryOfJustice,Lebanese Ministry of Justice Laws,legislation,https://justice.gov.lb/index.php/laws/1,none,blocked,blocked,no_full_text_access,,,2,False,0,"From issue #228. Only 3 of 14 laws have PDF full text (Arabic PDFs). Other 11 laws including Constitution only show excerpts with circular ""Read more"" links. No API, no structured data. Full text requires paid SADERLEX subscription."
LB,Lebanon,Arab League / Mashriq,LB/MoF-TaxGuidance,Lebanon Ministry of Finance Tax Circulars and Guidance (finance.gov.lb),doctrine,https://www.finance.gov.lb/en-us/Taxation/,none,blocked,blocked,ssl_certificate_error,,,2,False,0,SSL certificate verification error. Site inaccessible.
LB,Lebanon,Arab League / Mashriq,LB/OfficialGazette,Lebanese Official Gazette (Al-Jarida al-Rasmiya),legislation,https://jo.pcm.gov.lb,subscription,blocked,blocked,subscription_required,,,2,False,0,From issue #228. Official Gazette from Presidency of Council of Ministers. Requires paid subscription (10M or 5M LBP annual cards via LibanPost). No public API. Login required for all content.
LY,Libya,Arab League / Maghreb,LY/DCAF,Libya DCAF Security Sector Legal Database,legislation,https://security-legislation.ly/,none,complete,working,,CC BY 4.0,True,2,True,16,"2,175 Libyan legal texts via WP REST API. Full text in Arabic. Decrees, laws, resolutions, judicial decisions, bylaws. CC BY 4.0."
LY,Libya,Arab League / Maghreb,LY/LawSocietyLY,Libya Law Society Legal Database,"legislation,case_law",https://lawsociety.ly/en/,none,blocked,blocked,cloudflare,,,2,False,0,Cloudflare managed challenge on all pages. robots.txt explicitly blocks AI bots. WP REST API exists but inaccessible. Needs browser automation.
MA,Morocco,Arab League / Maghreb,MA/Adala,Morocco Ministry of Justice Portal,"legislation,case_law",https://adala.justice.gov.ma,unknown,blocked,blocked,network_access,,,2,False,0,From issue #195. Ministry of Justice legal portal with Textes_Juridiques and Jurisprudence. DNS times out from external IPs (same as cspj.ma). data.gov.ma CKAN API works but has no legal datasets (only court statistics). Bulletin Officiel (sgg.gov.ma) also unreachable.
MA,Morocco,Arab League / Maghreb,MA/AdalaJustice,Morocco Adala Justice Portal,legislation,https://adala.justice.gov.ma/,none,complete,working,,"Open access, no authentication required.",True,2,True,16,"7,575 Moroccan legal texts via REST API + PDF extraction. Arabic/French."
MA,Morocco,Arab League / Maghreb,MA/ConseilConcurrence,Morocco Competition Council (Conseil de la Concurrence),"case_law,doctrine",https://conseil-concurrence.ma/,none,complete,working,,Kingdom of Morocco — official competition decisions and advisory opinions published for public access. No formal open licence specified; standard government copyright applies.,True,3,True,16,"1269 posts via WordPress REST API. Full text in French. Competition decisions, merger control, advisory opinions."
MA,Morocco,Arab League / Maghreb,MA/CourDeCassation,Morocco Court of Cassation Jurisprudence,case_law,https://juriscassation.cspj.ma,unknown,blocked,blocked,network_access,,,1,False,0,"From issue #195. Supreme Council of the Judicial Power portal launched Jan 2022. ~7,700+ decisions. Free public access. DNS resolution fails from external IPs (cspj.ma, cassation.cspj.ma domains). Likely geo-restricted or gov network issues. Site is indexed by search engines so it exists."
MA,Morocco,Arab League / Maghreb,MA/DGI-TaxGuidance,Morocco Direction Générale des Impôts Circular Notes and Guidance (tax.gov.ma),doctrine,https://www.tax.gov.ma/,none,blocked,blocked,server_unreachable,,,2,False,0,tax.gov.ma SSL/TLS handshake times out. Server unreachable from outside Morocco.
MA,Morocco,Arab League / Maghreb,MA/SGG-BulletinOfficiel,Morocco Official Bulletin (Bulletin Officiel),legislation,https://www.sgg.gov.ma/,none,complete,working,,Official Moroccan gazette — Bulletin Officiel published by the Secretariat General of the Government. Official legislation texts are public acts of the Kingdom of Morocco. No formal open data license published.,True,3,True,16,
MR,Mauritania,Arab League / Maghreb,MR/JournalOfficiel,Mauritania Journal Officiel,legislation,https://www.msgg.gov.mr/fr/droit-mauritanien/le-journal-officiel.html,none,complete,working,,mentions legales,True,2,True,16,15+ journal officiel issues with full text via PDF extraction. Avg 185K chars per issue.
OM,Oman,Arab League / GCC,OM/DecreeOm,Oman Decrees Portal (decree.om),legislation,https://decree.om/,none,complete,working,,Open Government Data,True,2,True,15,"10K+ English-translated Omani laws via WordPress API. Royal Decrees, Ministerial Decisions, Consolidated Laws, Treaties. 15 samples."
OM,Oman,Arab League / GCC,OM/Legislation,Oman Legal Database (qanoon.om),legislation,https://qanoon.om/,none,complete,working,,https://qanoon.om/,True,3,True,15,"~11,800+ Arabic legislation via WordPress REST API. Royal Decrees (4,875), Ministerial Decisions (4,446), Official Gazette (875), Legal Opinions (687), International Agreements (680), plus more. Full text HTML."
OM,Oman,Arab League / GCC,OM/TaxAuthority-Guidance,Oman Tax Authority Circulars and Guidance,"doctrine,legislation",https://tms.taxoman.gov.om/portal/,none,complete,working,,"Government of Oman, Tax Authority. Royal Decrees, regulations, and tax guidance published for public access. No formal open licence specified.",True,2,True,13,"~100+ PDFs across 9 categories (Income Tax, VAT, Excise, PIT laws/regulations/guidelines, DTAs). Full text extracted via pdf_extract. Arabic and English."
PS,Palestine,Arab League / Mashriq,PS/AlMuqtafi,Al-Muqtafi Palestine Legal Database,"legislation,case_law",https://muqtafi.birzeit.edu/,none,blocked,blocked,site_unreachable,,,2,False,0,Site unreachable. Auth may be needed.
QA,Qatar,Arab League / GCC,QA/AlMeezan,Qatar Al Meezan Legislation,legislation,https://www.almeezan.qa/,none,complete,working,,https://www.almeezan.qa/,True,3,True,15,"ID enumeration (2284-6500). ~4000 laws with full article text. Arabic with some English translations. Laws, decrees, amiri decisions, ministerial orders, cabinet resolutions (1954-2026)."
QA,Qatar,Arab League / GCC,QA/AlMeezanCaseLaw,Qatar Al Meezan Case Law Database,case_law,https://www.almeezan.qa/,none,complete,working,,Official Qatari case law — published by the Ministry of Justice via Al Meezan. Court decisions are public judicial acts under Qatari law. No formal open data license published.,True,2,True,20,
QA,Qatar,Arab League / GCC,QA/CourtOfCassation,Qatar Court of Cassation Decisions,case_law,https://www.sjc.gov.qa/,none,blocked,blocked,duplicate_of_QA_AlMeezanCaseLaw,,,3,False,0,Duplicate - Court of Cassation rulings already covered by QA/AlMeezanCaseLaw which fetches from almeezan.qa (same data source).
QA,Qatar,Arab League / GCC,QA/Courts,Qatar Courts Judgments Portal,case_law,https://www.sjc.gov.qa/,none,blocked,blocked,duplicate_of_QA/AlMeezanCaseLaw,,,2,False,0,sjc.gov.qa is an administrative portal with no judgments; court decisions are on almeezan.qa (already covered by QA/AlMeezanCaseLaw).
QA,Qatar,Arab League / GCC,QA/GTA-TaxCirculars,Qatar General Tax Authority Circulars and Guidance (gta.gov.qa),doctrine,https://gta.gov.qa/en/circulars,none,complete,working,,Government open access,True,2,False,0,"~28 tax circulars, decisions, and laws. English PDFs with full text extraction. Covers income tax, excise tax, withholding tax, global minimum tax."
QA,Qatar,Arab League / GCC,QA/QCB,Qatar Central Bank Circulars,doctrine,https://www.qcb.gov.qa/,none,blocked,blocked,anti_bot_protection,,,3,False,0,"SharePoint-based site — content dynamically rendered, no API or structured data endpoints found. SSL cert issues."
QA,Qatar,Arab League / GCC,QA/QFCRT,Qatar Financial Centre Regulatory Tribunal (QICDRC),case_law,https://www.qicdrc.gov.qa/judgments,none,complete,working,,Government open access,True,3,True,13,
SA,Saudi Arabia,Arab League / GCC,SA/BOELaws,Saudi Bureau of Experts Laws Portal,legislation,https://laws.boe.gov.sa/,none,blocked,blocked,geo_restricted,,,1,False,0,"Site and all Saudi gov portals (od.data.gov.sa, istitlaa.ncc.gov.sa, boe.gov.sa) timeout from non-Saudi IPs. No API, no open dataset on HuggingFace/GitHub. ToS prohibit automated access. Requires VPS with Saudi IP."
SA,Saudi Arabia,Arab League / GCC,SA/BoeLaws,Saudi Arabia Bureau of Experts Laws Portal,legislation,https://laws.boe.gov.sa/,none,blocked,blocked,duplicate_and_geo_restricted,,,1,False,0,"Duplicate of SA/BOELaws. Site geo-restricted, unreachable from non-Saudi IPs."
SA,Saudi Arabia,Arab League / GCC,SA/CMA,Saudi Arabia Capital Market Authority,"case_law,doctrine",https://cma.org.sa/,none,blocked,blocked,server_unreachable,,,2,False,0,"cma.org.sa connection timeout. OpenData API is for market stats only, not regulations."
SA,Saudi Arabia,Arab League / GCC,SA/GAC,Saudi Arabia General Authority for Competition (GAC),"case_law,doctrine",https://gac.gov.sa/,none,blocked,blocked,server_unreachable,,,3,False,0,gac.gov.sa returns 503 Service Unavailable.
SA,Saudi Arabia,Arab League / GCC,SA/GSTC,Saudi Arabia Tax Dispute Resolution Committees (GSTC),case_law,https://gstc.gov.sa/,none,blocked,blocked,server_unreachable,,,3,False,0,gstc.gov.sa returns 404. Website appears non-functional.
